fiscal_year,state,region,gender,unemployment_rate,unit,note
2020-21,West Bengal,rural+urban,person,4.2,unemployment_rate in percentage,
2020-21,Andaman and Nicobar Islands,rural,male,8,unemployment_rate in percentage,
2020-21,Andaman and Nicobar Islands,rural,female,21.2,unemployment_rate in percentage,
2020-21,Andaman and Nicobar Islands,rural,person,13.1,unemployment_rate in percentage,
2020-21,Andaman and Nicobar Islands,urban,male,7.3,unemployment_rate in percentage,
2020-21,Andaman and Nicobar Islands,urban,female,28.7,unemployment_rate in percentage,
2020-21,Andaman and Nicobar Islands,urban,person,13.5,unemployment_rate in percentage,
2020-21,Andaman and Nicobar Islands,rural+urban,male,7.7,unemployment_rate in percentage,
2020-21,Andaman and Nicobar Islands,rural+urban,female,23.9,unemployment_rate in percentage,
2020-21,Andaman and Nicobar Islands,rural+urban,person,13.3,unemployment_rate in percentage,
2020-21,Chandigarh,rural,male,0.8,unemployment_rate in percentage,
2020-21,Chandigarh,rural,female,4.8,unemployment_rate in percentage,
2020-21,Chandigarh,rural,person,1.5,unemployment_rate in percentage,
2020-21,Chandigarh,urban,male,9,unemployment_rate in percentage,
2020-21,Chandigarh,urban,female,4.2,unemployment_rate in percentage,
2020-21,Chandigarh,urban,person,7.8,unemployment_rate in percentage,
2020-21,Chandigarh,rural+urban,male,8.7,unemployment_rate in percentage,
2020-21,Chandigarh,rural+urban,female,4.2,unemployment_rate in percentage,
2020-21,Chandigarh,rural+urban,person,7.5,unemployment_rate in percentage,
2020-21,Dadra and Nagar Haveli and Daman and Diu,rural,male,8.1,unemployment_rate in percentage,
2020-21,Dadra and Nagar Haveli and Daman and Diu,rural,female,0,unemployment_rate in percentage,
2020-21,Dadra and Nagar Haveli and Daman and Diu,rural,person,5.9,unemployment_rate in percentage,
2020-21,Dadra and Nagar Haveli and Daman and Diu,urban,male,3,unemployment_rate in percentage,
2020-21,Dadra and Nagar Haveli and Daman and Diu,urban,female,6.7,unemployment_rate in percentage,
2020-21,Dadra and Nagar Haveli and Daman and Diu,urban,person,3.5,unemployment_rate in percentage,
2020-21,Dadra and Nagar Haveli and Daman and Diu,rural+urban,male,5,unemployment_rate in percentage,
2020-21,Dadra and Nagar Haveli and Daman and Diu,rural+urban,female,2.4,unemployment_rate in percentage,
2020-21,Dadra and Nagar Haveli and Daman and Diu,rural+urban,person,4.5,unemployment_rate in percentage,
2020-21,Jammu and Kashmir,rural,male,5,unemployment_rate in percentage,
2020-21,Jammu and Kashmir,rural,female,14.8,unemployment_rate in percentage,
2020-21,Jammu and Kashmir,rural,person,7,unemployment_rate in percentage,
2020-21,Jammu and Kashmir,urban,male,9.5,unemployment_rate in percentage,
2020-21,Jammu and Kashmir,urban,female,32.6,unemployment_rate in percentage,
2020-21,Jammu and Kashmir,urban,person,14.5,unemployment_rate in percentage,
2020-21,Jammu and Kashmir,rural+urban,male,6,unemployment_rate in percentage,
2020-21,Jammu and Kashmir,rural+urban,female,18.7,unemployment_rate in percentage,
2020-21,Jammu and Kashmir,rural+urban,person,8.6,unemployment_rate in percentage,
2020-21,Ladakh,rural,male,12.5,unemployment_rate in percentage,
2020-21,Ladakh,rural,female,6.3,unemployment_rate in percentage,
2020-21,Ladakh,rural,person,10.2,unemployment_rate in percentage,
2020-21,Ladakh,urban,male,7.4,unemployment_rate in percentage,
2020-21,Ladakh,urban,female,18.6,unemployment_rate in percentage,
2020-21,Ladakh,urban,person,9.6,unemployment_rate in percentage,
2020-21,Ladakh,rural+urban,male,11.5,unemployment_rate in percentage,
2020-21,Ladakh,rural+urban,female,7.4,unemployment_rate in percentage,
2020-21,Ladakh,rural+urban,person,10.1,unemployment_rate in percentage,
2020-21,Lakshadweep,rural,male,0,unemployment_rate in percentage,
2020-21,Lakshadweep,rural,female,13.3,unemployment_rate in percentage,
2020-21,Lakshadweep,rural,person,3.2,unemployment_rate in percentage,
2020-21,Lakshadweep,urban,male,11.7,unemployment_rate in percentage,
2020-21,Lakshadweep,urban,female,42.9,unemployment_rate in percentage,
2020-21,Lakshadweep,urban,person,18.2,unemployment_rate in percentage,
2020-21,Lakshadweep,rural+urban,male,9.1,unemployment_rate in percentage,
2020-21,Lakshadweep,rural+urban,female,35.3,unemployment_rate in percentage,
2020-21,Lakshadweep,rural+urban,person,14.7,unemployment_rate in percentage,
2020-21,Puducherry,rural,male,5.1,unemployment_rate in percentage,
2020-21,Puducherry,rural,female,10.8,unemployment_rate in percentage,
2020-21,Puducherry,rural,person,6.6,unemployment_rate in percentage,
2020-21,Puducherry,urban,male,7.7,unemployment_rate in percentage,
2020-21,Puducherry,urban,female,8.2,unemployment_rate in percentage,
2020-21,Puducherry,urban,person,7.9,unemployment_rate in percentage,
2020-21,Puducherry,rural+urban,male,6.6,unemployment_rate in percentage,
2020-21,Puducherry,rural+urban,female,9.2,unemployment_rate in percentage,
2020-21,Puducherry,rural+urban,person,7.3,unemployment_rate in percentage,
2020-21,All India,rural,male,4.5,unemployment_rate in percentage,
2020-21,All India,rural,female,2.8,unemployment_rate in percentage,
2020-21,All India,rural,person,4,unemployment_rate in percentage,
2020-21,All India,urban,male,6.5,unemployment_rate in percentage,
2020-21,All India,urban,female,9.8,unemployment_rate in percentage,
2020-21,All India,urban,person,7.2,unemployment_rate in percentage,
2020-21,All India,rural+urban,male,5.1,unemployment_rate in percentage,
2020-21,All India,rural+urban,female,4.4,unemployment_rate in percentage,
2020-21,All India,rural+urban,person,4.9,unemployment_rate in percentage,
