fiscal_year,year,month,state,category,tax_type,amount,unit,notes
2023-24,2023,April,Maharashtra,GST collected from State,SGST,10391.91,amount in rupees crores,
2023-24,2023,April,Karnataka,GST collected from State,SGST,4298.32,amount in rupees crores,
2023-24,2023,April,Goa,GST collected from State,SGST,236.84,amount in rupees crores,
2023-24,2023,April,Lakshadweep,GST collected from State,SGST,1.07,amount in rupees crores,
2023-24,2023,April,Kerala,GST collected from State,SGST,1365.59,amount in rupees crores,
2023-24,2023,April,Tamil Nadu,GST collected from State,SGST,3682.12,amount in rupees crores,
2023-24,2023,April,Puducherry,GST collected from State,SGST,42.41,amount in rupees crores,
2023-24,2023,April,Andaman and Nicobar Islands,GST collected from State,SGST,46.41,amount in rupees crores,
2023-24,2023,April,Telangana,GST collected from State,SGST,1822.98,amount in rupees crores,
2023-24,2023,April,Andhra Pradesh,GST collected from State,SGST,1348.09,amount in rupees crores,
2023-24,2023,April,Ladakh,GST collected from State,SGST,33.51,amount in rupees crores,
2023-24,2023,April,Other Territory,GST collected from State,SGST,21.73,amount in rupees crores,state: Represents territories other than States/UTs
2023-24,2023,April,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,SGST,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2023-24,2023,April,Jammu and Kashmir,GST collected from State,IGST,116.08,amount in rupees crores,
2023-24,2023,April,Himachal Pradesh,GST collected from State,IGST,439.84,amount in rupees crores,
2023-24,2023,April,Punjab,GST collected from State,IGST,816.16,amount in rupees crores,
2023-24,2023,April,Chandigarh,GST collected from State,IGST,143.44,amount in rupees crores,
2023-24,2023,April,Uttarakhand,GST collected from State,IGST,1191.84,amount in rupees crores,
2023-24,2023,April,Haryana,GST collected from State,IGST,6228.45,amount in rupees crores,
2023-24,2023,April,Delhi,GST collected from State,IGST,3240.97,amount in rupees crores,
2023-24,2023,April,Rajasthan,GST collected from State,IGST,1525.78,amount in rupees crores,
2023-24,2023,April,Uttar Pradesh,GST collected from State,IGST,2987.57,amount in rupees crores,
2023-24,2023,April,Bihar,GST collected from State,IGST,209.28,amount in rupees crores,
2023-24,2023,April,Sikkim,GST collected from State,IGST,236.94,amount in rupees crores,
2023-24,2023,April,Arunachal Pradesh,GST collected from State,IGST,15.12,amount in rupees crores,
2023-24,2023,April,Nagaland,GST collected from State,IGST,15.33,amount in rupees crores,
2023-24,2023,April,Manipur,GST collected from State,IGST,6.32,amount in rupees crores,
2023-24,2023,April,Mizoram,GST collected from State,IGST,4.7,amount in rupees crores,
2023-24,2023,April,Tripura,GST collected from State,IGST,13.53,amount in rupees crores,
2023-24,2023,April,Meghalaya,GST collected from State,IGST,116.72,amount in rupees crores,
2023-24,2023,April,Assam,GST collected from State,IGST,360.27,amount in rupees crores,
2023-24,2023,April,West Bengal,GST collected from State,IGST,1657.01,amount in rupees crores,
2023-24,2023,April,Jharkhand,GST collected from State,IGST,1450.81,amount in rupees crores,
2023-24,2023,April,Odisha,GST collected from State,IGST,1195.53,amount in rupees crores,
2023-24,2023,April,Chhattisgarh,GST collected from State,IGST,1183.14,amount in rupees crores,
2023-24,2023,April,Madhya Pradesh,GST collected from State,IGST,1322.22,amount in rupees crores,
2023-24,2023,April,Gujarat,GST collected from State,IGST,3555.91,amount in rupees crores,
2023-24,2023,April,Daman and Diu,GST collected from State,IGST,0.03,amount in rupees crores,
2023-24,2023,April,Dadra and Nagar Haveli,GST collected from State,IGST,290.39,amount in rupees crores,
2023-24,2023,April,Maharashtra,GST collected from State,IGST,11917.68,amount in rupees crores,
2023-24,2023,April,Karnataka,GST collected from State,IGST,5277.34,amount in rupees crores,
2023-24,2023,April,Goa,GST collected from State,IGST,201.01,amount in rupees crores,
2023-24,2023,April,Lakshadweep,GST collected from State,IGST,0.84,amount in rupees crores,
2023-24,2023,April,Kerala,GST collected from State,IGST,607.29,amount in rupees crores,
2023-24,2023,April,Tamil Nadu,GST collected from State,IGST,3821.2,amount in rupees crores,
2023-24,2023,April,Puducherry,GST collected from State,IGST,147.32,amount in rupees crores,
2023-24,2023,April,Andaman and Nicobar Islands,GST collected from State,IGST,6.02,amount in rupees crores,
2023-24,2023,April,Telangana,GST collected from State,IGST,1838.37,amount in rupees crores,
2023-24,2023,April,Andhra Pradesh,GST collected from State,IGST,1667.68,amount in rupees crores,
2023-24,2023,April,Ladakh,GST collected from State,IGST,5.81,amount in rupees crores,
2023-24,2023,April,Other Territory,GST collected from State,IGST,185.26,amount in rupees crores,state: Represents territories other than States/UTs
2023-24,2023,April,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,IGST,186.81,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2023-24,2023,April,Jammu and Kashmir,GST collected from State,CESS,8.33,amount in rupees crores,
2023-24,2023,April,Himachal Pradesh,GST collected from State,CESS,2.24,amount in rupees crores,
2023-24,2023,April,Punjab,GST collected from State,CESS,45.02,amount in rupees crores,
2023-24,2023,April,Chandigarh,GST collected from State,CESS,1.83,amount in rupees crores,
2023-24,2023,April,Uttarakhand,GST collected from State,CESS,14.94,amount in rupees crores,
2023-24,2023,April,Haryana,GST collected from State,CESS,511.19,amount in rupees crores,
2023-24,2023,April,Delhi,GST collected from State,CESS,83.05,amount in rupees crores,
2023-24,2023,April,Rajasthan,GST collected from State,CESS,146.23,amount in rupees crores,
2023-24,2023,April,Uttar Pradesh,GST collected from State,CESS,1270.18,amount in rupees crores,
2023-24,2023,April,Bihar,GST collected from State,CESS,123.81,amount in rupees crores,
2023-24,2023,April,Sikkim,GST collected from State,CESS,0.12,amount in rupees crores,
2023-24,2023,April,Arunachal Pradesh,GST collected from State,CESS,0.33,amount in rupees crores,
2023-24,2023,April,Nagaland,GST collected from State,CESS,9.15,amount in rupees crores,
2023-24,2023,April,Manipur,GST collected from State,CESS,0.28,amount in rupees crores,
2023-24,2023,April,Mizoram,GST collected from State,CESS,0.07,amount in rupees crores,
2023-24,2023,April,Tripura,GST collected from State,CESS,0.47,amount in rupees crores,
2023-24,2023,April,Meghalaya,GST collected from State,CESS,2.08,amount in rupees crores,
2023-24,2023,April,Assam,GST collected from State,CESS,64.29,amount in rupees crores,
2023-24,2023,April,West Bengal,GST collected from State,CESS,424.4,amount in rupees crores,
2023-24,2023,April,Jharkhand,GST collected from State,CESS,591.91,amount in rupees crores,
2023-24,2023,April,Odisha,GST collected from State,CESS,780.59,amount in rupees crores,
2023-24,2023,April,Chhattisgarh,GST collected from State,CESS,687.46,amount in rupees crores,
2023-24,2023,April,Madhya Pradesh,GST collected from State,CESS,653.75,amount in rupees crores,
2023-24,2023,April,Gujarat,GST collected from State,CESS,664.43,amount in rupees crores,
2023-24,2023,April,Daman and Diu,GST collected from State,CESS,0.0,amount in rupees crores,
2023-24,2023,April,Dadra and Nagar Haveli,GST collected from State,CESS,0.86,amount in rupees crores,
2023-24,2023,April,Maharashtra,GST collected from State,CESS,1884.15,amount in rupees crores,
2023-24,2023,April,Karnataka,GST collected from State,CESS,1439.14,amount in rupees crores,
2023-24,2023,April,Goa,GST collected from State,CESS,4.51,amount in rupees crores,
2023-24,2023,April,Lakshadweep,GST collected from State,CESS,0.0,amount in rupees crores,
2023-24,2023,April,Kerala,GST collected from State,CESS,13.57,amount in rupees crores,
2023-24,2023,April,Tamil Nadu,GST collected from State,CESS,897.78,amount in rupees crores,
2023-24,2023,April,Puducherry,GST collected from State,CESS,0.19,amount in rupees crores,
2023-24,2023,April,Andaman and Nicobar Islands,GST collected from State,CESS,0.09,amount in rupees crores,
2023-24,2023,April,Telangana,GST collected from State,CESS,543.14,amount in rupees crores,
2023-24,2023,April,Andhra Pradesh,GST collected from State,CESS,254.33,amount in rupees crores,
2023-24,2023,April,Ladakh,GST collected from State,CESS,0.04,amount in rupees crores,
2023-24,2023,April,Other Territory,GST collected from State,CESS,0.0,amount in rupees crores,state: Represents territories other than States/UTs
2023-24,2023,April,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,CESS,0.0,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2023-24,2023,April,All India,GST collected from State,CESS,11123.95,amount in rupees crores,
2023-24,2023,April,All India,GST collected from State,CGST,38440.22,amount in rupees crores,
2023-24,2023,April,All India,GST collected from State,IGST,54186.01,amount in rupees crores,
2023-24,2023,April,All India,GST collected from State,SGST,47411.53,amount in rupees crores,
2023-24,2023,April,All India,GST collected from State,Total Tax Collection,151161.71,amount in rupees crores,
2023-24,2023,April,Andaman and Nicobar Islands,GST collected from State,Total Tax Collection,91.92999999999999,amount in rupees crores,
2023-24,2023,April,Andhra Pradesh,GST collected from State,Total Tax Collection,4329.38,amount in rupees crores,
2023-24,2023,April,Arunachal Pradesh,GST collected from State,Total Tax Collection,238.37,amount in rupees crores,
2023-24,2023,April,Assam,GST collected from State,Total Tax Collection,1512.81,amount in rupees crores,
2023-24,2023,April,Bihar,GST collected from State,Total Tax Collection,1625.21,amount in rupees crores,
2023-24,2023,April,Central Board of Indirect Taxes and Customs (CBIC),GST collected from State,Total Tax Collection,186.81,amount in rupees crores,"state: State (CBIC) represents the Tax Payersof OIDAR (Online Information Database Access and Retrieval services) such as NETFLEX, AMAZON PRIME, ETC"
2023-24,2023,April,Chandigarh,GST collected from State,Total Tax Collection,254.6,amount in rupees crores,
2023-24,2023,April,Chhattisgarh,GST collected from State,Total Tax Collection,3508.04,amount in rupees crores,
2023-24,2023,April,Dadra and Nagar Haveli,GST collected from State,Total Tax Collection,398.84000000000003,amount in rupees crores,
2023-24,2023,April,Daman and Diu,GST collected from State,Total Tax Collection,0.03,amount in rupees crores,
2023-24,2023,April,Delhi,GST collected from State,Total Tax Collection,6320.38,amount in rupees crores,
2023-24,2023,April,Goa,GST collected from State,Total Tax Collection,619.6,amount in rupees crores,
2023-24,2023,April,Gujarat,GST collected from State,Total Tax Collection,11721.37,amount in rupees crores,
2023-24,2023,April,Haryana,GST collected from State,Total Tax Collection,10035.41,amount in rupees crores,
2023-24,2023,April,Himachal Pradesh,GST collected from State,Total Tax Collection,956.74,amount in rupees crores,
2023-24,2023,April,Jammu and Kashmir,GST collected from State,Total Tax Collection,803.48,amount in rupees crores,
2023-24,2023,April,Jharkhand,GST collected from State,Total Tax Collection,3701.23,amount in rupees crores,
2023-24,2023,April,Karnataka,GST collected from State,Total Tax Collection,14593.289999999999,amount in rupees crores,
2023-24,2023,April,Kerala,GST collected from State,Total Tax Collection,3010.02,amount in rupees crores,
2023-24,2023,April,Ladakh,GST collected from State,Total Tax Collection,67.62,amount in rupees crores,
2023-24,2023,April,Lakshadweep,GST collected from State,Total Tax Collection,2.8200000000000003,amount in rupees crores,
2023-24,2023,April,Madhya Pradesh,GST collected from State,Total Tax Collection,4267.04,amount in rupees crores,
2023-24,2023,April,Maharashtra,GST collected from State,Total Tax Collection,33195.76,amount in rupees crores,
2023-24,2023,April,Manipur,GST collected from State,Total Tax Collection,90.72,amount in rupees crores,
2023-24,2023,April,Meghalaya,GST collected from State,Total Tax Collection,239.42000000000002,amount in rupees crores,
2023-24,2023,April,Mizoram,GST collected from State,Total Tax Collection,70.92999999999999,amount in rupees crores,
2023-24,2023,April,Nagaland,GST collected from State,Total Tax Collection,88.1,amount in rupees crores,
2023-24,2023,April,Odisha,GST collected from State,Total Tax Collection,5035.74,amount in rupees crores,
2023-24,2023,April,Other Territory,GST collected from State,Total Tax Collection,219.74,amount in rupees crores,state: Represents territories other than States/UTs
2023-24,2023,April,Puducherry,GST collected from State,Total Tax Collection,217.98999999999998,amount in rupees crores,
2023-24,2023,April,Punjab,GST collected from State,Total Tax Collection,2316.25,amount in rupees crores,
2023-24,2023,April,Rajasthan,GST collected from State,Total Tax Collection,4785.349999999999,amount in rupees crores,
2023-24,2023,April,Sikkim,GST collected from State,Total Tax Collection,425.99,amount in rupees crores,
2023-24,2023,April,Tamil Nadu,GST collected from State,Total Tax Collection,11558.82,amount in rupees crores,
2023-24,2023,April,Telangana,GST collected from State,Total Tax Collection,5622.38,amount in rupees crores,
2023-24,2023,April,Tripura,GST collected from State,Total Tax Collection,133.38,amount in rupees crores,
2023-24,2023,April,Uttar Pradesh,GST collected from State,Total Tax Collection,10320.45,amount in rupees crores,
2023-24,2023,April,Uttarakhand,GST collected from State,Total Tax Collection,2148.43,amount in rupees crores,
2023-24,2023,April,West Bengal,GST collected from State,Total Tax Collection,6447.240000000001,amount in rupees crores,
2022-23,2023,March,Jammu and Kashmir,GST collected from State,CGST,157.21,amount in rupees crores,
2022-23,2023,March,Himachal Pradesh,GST collected from State,CGST,151.27,amount in rupees crores,
2022-23,2023,March,Punjab,GST collected from State,CGST,435.12,amount in rupees crores,
2022-23,2023,March,Chandigarh,GST collected from State,CGST,40.36,amount in rupees crores,
