fiscal_year,month,state,district_as_per_source,district_as_per_lgd,district_lgd_code,volume,units,notes
2021-22,November,Haryana,Gurgaon,Gurugram,62.0,2.53,volume in millions,
2021-22,November,Haryana,Karnal,Karnal,67.0,0.52,volume in millions,
2021-22,November,Haryana,Rest of locations,,,4.61,volume in millions,
2021-22,November,Haryana,Sonipat,Sonipat,75.0,0.53,volume in millions,
2021-22,November,Himachal Pradesh,Kangra,Kangra,18.0,0.53,volume in millions,
2021-22,November,Himachal Pradesh,Mandi,Mandi,22.0,0.25,volume in millions,
2021-22,November,Himachal Pradesh,Rest of locations,,,0.85,volume in millions,
2021-22,November,Himachal Pradesh,Shimla,Shimla,23.0,0.48,volume in millions,
2021-22,November,Himachal Pradesh,Sirmaur,Sirmaur,24.0,0.22,volume in millions,
2021-22,November,Himachal Pradesh,Solan,Solan,25.0,0.75,volume in millions,
2021-22,November,Jammu and Kashmir,Anantnag,Anantnag,1.0,0.22,volume in millions,
2021-22,November,Jammu and Kashmir,Jammu,Jammu,5.0,1.18,volume in millions,
2021-22,November,Jammu and Kashmir,Kathua,Kathua,7.0,0.19,volume in millions,
2021-22,November,Jammu and Kashmir,Rest of locations,,,0.79,volume in millions,
2021-22,November,Jammu and Kashmir,Srinagar,Srinagar,13.0,0.35,volume in millions,
2021-22,November,Jammu and Kashmir,Udhampur,Udhampur,14.0,0.24,volume in millions,
2021-22,November,Jharkhand,Bokaro,Bokaro,322.0,0.43,volume in millions,
2021-22,November,Jharkhand,Dhanbad,Dhanbad,325.0,0.68,volume in millions,
2021-22,November,Jharkhand,East Singhbhum,East Singhbum,327.0,0.82,volume in millions,
2021-22,November,Jharkhand,Hazaribag,Hazaribagh,332.0,0.29,volume in millions,
2021-22,November,Jharkhand,Ranchi,Ranchi,339.0,1.2,volume in millions,
2021-22,November,Jharkhand,Rest of locations,,,2.28,volume in millions,
2021-22,November,Karnataka,Bangalore,,,10.3,volume in millions,
2021-22,November,Karnataka,Belgaum,Belagavi,527.0,1.55,volume in millions,
2021-22,November,Karnataka,Dakshina Kannada,Dakshina Kannada,534.0,1.34,volume in millions,
2021-22,November,Karnataka,Dharwad,Dharwad,536.0,1.0,volume in millions,
2021-22,November,Karnataka,Mysore,Mysuru,545.0,1.5,volume in millions,
2021-22,November,Karnataka,Rest of locations,,,13.16,volume in millions,
2021-22,November,Kerala,Ernakulam,Ernakulam,555.0,3.04,volume in millions,
2021-22,November,Kerala,Kozhikode,Kozhikode,561.0,1.79,volume in millions,
2021-22,November,Kerala,Malappuram,Malappuram,562.0,1.82,volume in millions,
2021-22,November,Kerala,Rest of locations,,,9.45,volume in millions,
2021-22,November,Kerala,Thiruvananthapuram,Thiruvananthapuram,565.0,2.32,volume in millions,
2021-22,November,Kerala,Thrissur,Thrissur,566.0,2.08,volume in millions,
2021-22,November,Ladakh,Kargil,Kargil,6.0,0.06,volume in millions,
2021-22,November,Ladakh,Leh,Leh Ladakh,9.0,0.12,volume in millions,
2021-22,November,Lakshadweep,Lakshadweep District,Lakshadweep District,553.0,0.02,volume in millions,
2021-22,November,Madhya Pradesh,Bhopal,Bhopal,396.0,1.33,volume in millions,
2021-22,November,Madhya Pradesh,Dhar,Dhar,403.0,0.54,volume in millions,
2021-22,November,Madhya Pradesh,Gwalior,Gwalior,407.0,0.63,volume in millions,
2021-22,November,Madhya Pradesh,Indore,Indore,410.0,2.16,volume in millions,
2021-22,November,Madhya Pradesh,Jabalpur,Jabalpur,411.0,0.71,volume in millions,
2021-22,November,Madhya Pradesh,Rest of locations,,,8.69,volume in millions,
2021-22,November,Maharashtra,Mumbai,Mumbai,482.0,9.69,volume in millions,
2021-22,November,Maharashtra,Nagpur,Nagpur,484.0,2.63,volume in millions,
2021-22,November,Maharashtra,Nashik,Nashik,487.0,1.95,volume in millions,
2021-22,November,Maharashtra,Pune,Pune,490.0,9.02,volume in millions,
2021-22,November,Maharashtra,Rest of locations,,,19.63,volume in millions,
2021-22,November,Maharashtra,Thane,Thane,497.0,12.7,volume in millions,
2021-22,November,Manipur,Bishnupur,Bishnupur,252.0,0.06,volume in millions,
2021-22,November,Manipur,Churachandpur,Churachandpur,254.0,0.08,volume in millions,
2021-22,November,Manipur,Imphal East,Imphal East,255.0,0.09,volume in millions,
2021-22,November,Manipur,Imphal West,Imphal West,256.0,0.35,volume in millions,
2021-22,November,Manipur,Rest of locations,,,0.08,volume in millions,
2021-22,November,Manipur,Thoubal,Thoubal,259.0,0.12,volume in millions,
2021-22,November,Meghalaya,East Jaintia Hills,East Jaintia Hills,657.0,0.08,volume in millions,
2021-22,November,Meghalaya,East Khasi Hills,East Khasi Hills,274.0,0.34,volume in millions,
2021-22,November,Meghalaya,Rest of locations,,,0.03,volume in millions,
2021-22,November,Meghalaya,Ri Bhoi,Ri Bhoi,276.0,0.05,volume in millions,
2021-22,November,Meghalaya,West Garo Hills,West Garo Hills,278.0,0.08,volume in millions,
2021-22,November,Meghalaya,West Khasi Hills,West Khasi Hills,279.0,0.04,volume in millions,
2021-22,November,Mizoram,Aizawl,Aizawl,261.0,0.31,volume in millions,
2021-22,November,Mizoram,Champhai,Champhai,262.0,0.03,volume in millions,
2021-22,November,Mizoram,Kolasib,Kolasib,263.0,0.03,volume in millions,
2021-22,November,Mizoram,Lunglei,Lunglei,265.0,0.05,volume in millions,
2021-22,November,Mizoram,Rest of locations,,,0.05,volume in millions,
2021-22,November,Mizoram,Serchhip,Serchhip,268.0,0.02,volume in millions,
2021-22,November,Nagaland,Dimapur,Dimapur,244.0,0.21,volume in millions,
2021-22,November,Nagaland,Kohima,Kohima,245.0,0.12,volume in millions,
2021-22,November,Nagaland,Mokokchung,Mokokchung,246.0,0.02,volume in millions,
2021-22,November,Nagaland,Mon,Mon,247.0,0.02,volume in millions,
2021-22,November,Nagaland,Rest of locations,,,0.04,volume in millions,
2021-22,November,Nagaland,Wokha,Wokha,250.0,0.02,volume in millions,
2021-22,November,Odisha,Baleshwar,Balasore,346.0,0.89,volume in millions,
2021-22,November,Odisha,Cuttack,Cuttack,350.0,0.96,volume in millions,
2021-22,November,Odisha,Ganjam,Ganjam,354.0,0.87,volume in millions,
2021-22,November,Odisha,Khordha,Khordha,362.0,1.7,volume in millions,
2021-22,November,Odisha,Rest of locations,,,7.07,volume in millions,
2021-22,November,Odisha,Sundargarh,Sundargarh,373.0,0.64,volume in millions,
2021-22,November,Others,Others,Others,0.0,1.47,volume in millions,
2021-22,November,Puducherry,Karaikal,Karaikal,598.0,0.17,volume in millions,
2021-22,November,Puducherry,Pondicherry,Puducherry,600.0,0.77,volume in millions,
2021-22,November,Punjab,Amritsar,Amritsar,27.0,1.22,volume in millions,
2021-22,November,Punjab,Jalandhar,Jalandhar,34.0,1.15,volume in millions,
2021-22,November,Punjab,Ludhiana,Ludhiana,36.0,2.28,volume in millions,
2021-22,November,Punjab,Patiala,Patiala,41.0,0.96,volume in millions,
2021-22,November,Punjab,Rest of locations,,,5.25,volume in millions,
2021-22,November,Punjab,Rupnagar,Rupnagar,42.0,0.91,volume in millions,
2021-22,November,Rajasthan,Ajmer,Ajmer,86.0,0.71,volume in millions,
2021-22,November,Rajasthan,Alwar,Alwar,87.0,0.94,volume in millions,
2021-22,November,Rajasthan,Jaipur,Jaipur,102.0,2.66,volume in millions,
2021-22,November,Rajasthan,Jodhpur,Jodhpur,107.0,0.85,volume in millions,
2021-22,November,Rajasthan,Nagaur,Nagaur,110.0,0.7,volume in millions,
2021-22,November,Rajasthan,Rest of locations,,,7.88,volume in millions,
2021-22,November,Sikkim,Gangtok,Gangtok,225.0,0.33,volume in millions,
2021-22,November,Sikkim,Gyalshing,Gyalshing,228.0,0.05,volume in millions,
2021-22,November,Sikkim,Mangan,Mangan,226.0,0.02,volume in millions,
2021-22,November,Sikkim,Namchi,Namchi,227.0,0.05,volume in millions,
2021-22,November,Tamil Nadu,Chennai,Chennai,568.0,4.05,volume in millions,
2021-22,November,Tamil Nadu,Coimbatore,Coimbatore,569.0,6.04,volume in millions,
2021-22,November,Tamil Nadu,Kanchipuram,Kancheepuram,574.0,5.52,volume in millions,
2021-22,November,Tamil Nadu,Rest of locations,,,31.34,volume in millions,
2021-22,November,Tamil Nadu,Tiruvallur,Thiruvallur,589.0,3.63,volume in millions,
2021-22,November,Tamil Nadu,Vellore,Vellore,595.0,2.6,volume in millions,
2021-22,November,Telangana,Hyderabad,Hyderabad,507.0,5.83,volume in millions,
2021-22,November,Telangana,Karimnagar,Karimnagar,508.0,1.24,volume in millions,
2021-22,November,Telangana,Medak,Medak,513.0,1.17,volume in millions,
2021-22,November,Telangana,Rangareddy,Ranga Reddy,518.0,3.15,volume in millions,
2021-22,November,Telangana,Rest of locations,,,3.63,volume in millions,
2021-22,November,Telangana,Warangal,Warangal,522.0,0.88,volume in millions,
2021-22,November,Tripura,Dhalai,Dhalai,269.0,0.05,volume in millions,
2021-22,November,Tripura,North Tripura,North Tripura,270.0,0.15,volume in millions,
2021-22,November,Tripura,South Tripura,South Tripura,271.0,0.13,volume in millions,
2021-22,November,Tripura,West Tripura,West Tripura,272.0,0.51,volume in millions,
2021-22,November,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,144.0,2.21,volume in millions,
2021-22,November,Uttar Pradesh,Ghaziabad,Ghaziabad,145.0,2.16,volume in millions,
2021-22,November,Uttar Pradesh,Gorakhpur,Gorakhpur,148.0,1.52,volume in millions,
2021-22,November,Uttar Pradesh,Lucknow,Lucknow,162.0,3.04,volume in millions,
2021-22,November,Uttar Pradesh,Rest of locations,,,26.97,volume in millions,
2021-22,November,Uttar Pradesh,Varanasi,Varanasi,187.0,1.62,volume in millions,
2021-22,November,Uttarakhand,Almora,Almora,45.0,0.22,volume in millions,
2021-22,November,Uttarakhand,Dehradun,Dehradun,49.0,1.43,volume in millions,
2021-22,November,Uttarakhand,Haridwar,Haridwar,50.0,0.87,volume in millions,
2021-22,November,Uttarakhand,Nainital,Nainital,51.0,0.47,volume in millions,
2021-22,November,Uttarakhand,Rest of locations,,,0.75,volume in millions,
2021-22,November,Uttarakhand,Udham Singh Nagar,Udam Singh Nagar,56.0,0.88,volume in millions,
2021-22,November,West Bengal,Howrah,Howrah,313.0,1.48,volume in millions,
2021-22,November,West Bengal,Kolkata,Kolkata,315.0,3.71,volume in millions,
2021-22,November,West Bengal,North 24 Parganas,North 24 Parganas,303.0,2.96,volume in millions,
2021-22,November,West Bengal,Purba Bardhaman,Purba Bardhaman,306.0,1.77,volume in millions,
2021-22,November,West Bengal,Rest Of Locations,,,10.0,volume in millions,
2021-22,November,West Bengal,South 24 Parganas,South 24 Parganas,304.0,1.52,volume in millions,
2021-22,October,Andaman and Nicobar Islands,Nicobars,Nicobars,603.0,0.01,volume in millions,
2021-22,October,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman,632.0,0.02,volume in millions,
2021-22,October,Andaman and Nicobar Islands,South Andaman,South Andamans,602.0,0.15,volume in millions,
2021-22,October,Andhra Pradesh,Chittoor,Chittoor,503.0,2.04,volume in millions,
2021-22,October,Andhra Pradesh,East Godavari,East Godavari,505.0,1.79,volume in millions,
2021-22,October,Andhra Pradesh,Guntur,Guntur,506.0,1.73,volume in millions,
2021-22,October,Andhra Pradesh,Krishna,Krishna,510.0,2.04,volume in millions,
2021-22,October,Andhra Pradesh,Rest of locations,,,7.78,volume in millions,
2021-22,October,Andhra Pradesh,Visakhapatnam,Visakhapatnam,520.0,2.68,volume in millions,
2021-22,October,Arunachal Pradesh,East Siang,East Siang,232.0,0.05,volume in millions,
2021-22,October,Arunachal Pradesh,Lohit,Lohit,234.0,0.03,volume in millions,
2021-22,October,Arunachal Pradesh,Lower Subansiri,Lower Subansiri,236.0,0.03,volume in millions,
2021-22,October,Arunachal Pradesh,Papum Pare,Papum Pare,237.0,0.14,volume in millions,
2021-22,October,Arunachal Pradesh,Rest of locations,,,0.11,volume in millions,
2021-22,October,Arunachal Pradesh,Upper Subansiri,Upper Subansiri,241.0,0.03,volume in millions,
2021-22,October,Assam,Cachar,Cachar,282.0,0.52,volume in millions,
2021-22,October,Assam,Dibrugarh,Dibrugarh,286.0,0.46,volume in millions,
2021-22,October,Assam,Kamrup,Kamrup,291.0,1.94,volume in millions,
2021-22,October,Assam,Nagaon,Nagaon,297.0,0.39,volume in millions,
2021-22,October,Assam,Rest of locations,,,4.25,volume in millions,
2021-22,October,Assam,Sonitpur,Sonitpur,301.0,0.45,volume in millions,
2021-22,October,Bihar,East Champaran,Purbi Champaran,213.0,0.59,volume in millions,
2021-22,October,Bihar,Gaya,Gaya,196.0,0.6,volume in millions,
2021-22,October,Bihar,Muzaffarpur,Muzaffarpur,208.0,0.83,volume in millions,
2021-22,October,Bihar,Patna,Patna,212.0,2.4,volume in millions,
2021-22,October,Bihar,Rest of locations,,,9.41,volume in millions,
2021-22,October,Bihar,West Champaran,Pashchim Champaran,211.0,0.63,volume in millions,
2021-22,October,Chandigarh,Chandigarh,Chandigarh,44.0,1.05,volume in millions,
2021-22,October,Chhattisgarh,Bilaspur,Bilaspur,375.0,0.64,volume in millions,
2021-22,October,Chhattisgarh,Durg,Durg,378.0,1.14,volume in millions,
2021-22,October,Chhattisgarh,Raigarh,Raigarh,386.0,0.37,volume in millions,
2021-22,October,Chhattisgarh,Raipur,Raipur,387.0,1.74,volume in millions,
2021-22,October,Chhattisgarh,Rajnandgaon,Rajnandgaon,388.0,0.43,volume in millions,
2021-22,October,Chhattisgarh,Rest of locations,,,2.36,volume in millions,
2021-22,October,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Dadra and Nagar Haveli,465.0,0.08,volume in millions,
2021-22,October,Daman and Diu,Daman,Daman,463.0,0.27,volume in millions,
2021-22,October,Daman and Diu,Diu,Diu,464.0,0.02,volume in millions,
2021-22,October,Delhi,East Delhi,East Delhi,78.0,1.66,volume in millions,
2021-22,October,Delhi,North West Delhi,North West Delhi,82.0,1.8,volume in millions,
2021-22,October,Delhi,Rest of locations,,,3.61,volume in millions,
2021-22,October,Delhi,South Delhi,South Delhi,83.0,2.38,volume in millions,
2021-22,October,Delhi,South West Delhi,South West Delhi,84.0,2.47,volume in millions,
2021-22,October,Delhi,West Delhi,West Delhi,85.0,2.03,volume in millions,
2021-22,October,Goa,North Goa,North Goa,551.0,0.87,volume in millions,
2021-22,October,Goa,South Goa,South Goa,552.0,0.8,volume in millions,
2021-22,October,Gujarat,Ahmedabad,Ahmedabad,438.0,4.69,volume in millions,
2021-22,October,Gujarat,Rajkot,Rajkot,457.0,1.26,volume in millions,
2021-22,October,Gujarat,Rest of locations,,,8.9,volume in millions,
2021-22,October,Gujarat,Surat,Surat,459.0,4.09,volume in millions,
2021-22,October,Gujarat,Vadodara,Vadodara,461.0,2.23,volume in millions,
2021-22,October,Gujarat,Valsad,Valsad,462.0,1.45,volume in millions,
2021-22,October,Haryana,Ambala,Ambala,58.0,0.56,volume in millions,
2021-22,October,Haryana,Faridabad,Faridabad,60.0,1.63,volume in millions,
2021-22,October,Haryana,Gurgaon,Gurugram,62.0,2.78,volume in millions,
2021-22,October,Haryana,Karnal,Karnal,67.0,0.57,volume in millions,
2021-22,October,Haryana,Rest of locations,,,4.94,volume in millions,
2021-22,October,Haryana,Sonipat,Sonipat,75.0,0.59,volume in millions,
2021-22,October,Himachal Pradesh,Kangra,Kangra,18.0,0.55,volume in millions,
2021-22,October,Himachal Pradesh,Mandi,Mandi,22.0,0.26,volume in millions,
2021-22,October,Himachal Pradesh,Rest of locations,,,0.91,volume in millions,
2021-22,October,Himachal Pradesh,Shimla,Shimla,23.0,0.52,volume in millions,
2021-22,October,Himachal Pradesh,Sirmaur,Sirmaur,24.0,0.24,volume in millions,
2021-22,October,Himachal Pradesh,Solan,Solan,25.0,0.82,volume in millions,
2021-22,October,Jammu and Kashmir,Anantnag,Anantnag,1.0,0.24,volume in millions,
2021-22,October,Jammu and Kashmir,Jammu,Jammu,5.0,1.21,volume in millions,
2021-22,October,Jammu and Kashmir,Kathua,Kathua,7.0,0.21,volume in millions,
2021-22,October,Jammu and Kashmir,Rest of locations,,,0.83,volume in millions,
2021-22,October,Jammu and Kashmir,Srinagar,Srinagar,13.0,0.39,volume in millions,
2021-22,October,Jammu and Kashmir,Udhampur,Udhampur,14.0,0.26,volume in millions,
2021-22,October,Jharkhand,Bokaro,Bokaro,322.0,0.46,volume in millions,
2021-22,October,Jharkhand,Dhanbad,Dhanbad,325.0,0.74,volume in millions,
2021-22,October,Jharkhand,East Singhbhum,East Singhbum,327.0,0.89,volume in millions,
2021-22,October,Jharkhand,Hazaribag,Hazaribagh,332.0,0.31,volume in millions,
2021-22,October,Jharkhand,Ranchi,Ranchi,339.0,1.3,volume in millions,
2021-22,October,Jharkhand,Rest of locations,,,2.43,volume in millions,
2021-22,October,Karnataka,Bangalore,,,10.9,volume in millions,
2021-22,October,Karnataka,Belgaum,Belagavi,527.0,1.61,volume in millions,
2021-22,October,Karnataka,Dakshina Kannada,Dakshina Kannada,534.0,1.4,volume in millions,
2021-22,October,Karnataka,Dharwad,Dharwad,536.0,1.06,volume in millions,
2021-22,October,Karnataka,Mysore,Mysuru,545.0,1.55,volume in millions,
2021-22,October,Karnataka,Rest of locations,,,13.94,volume in millions,
2021-22,October,Kerala,Ernakulam,Ernakulam,555.0,3.09,volume in millions,
2021-22,October,Kerala,Kozhikode,Kozhikode,561.0,1.81,volume in millions,
2021-22,October,Kerala,Malappuram,Malappuram,562.0,1.89,volume in millions,
2021-22,October,Kerala,Rest of locations,,,9.57,volume in millions,
2021-22,October,Kerala,Thiruvananthapuram,Thiruvananthapuram,565.0,2.34,volume in millions,
2021-22,October,Kerala,Thrissur,Thrissur,566.0,2.09,volume in millions,
2021-22,October,Ladakh,Kargil,Kargil,6.0,0.07,volume in millions,
2021-22,October,Ladakh,Leh,Leh Ladakh,9.0,0.16,volume in millions,
2021-22,October,Lakshadweep,Lakshadweep District,Lakshadweep District,553.0,0.02,volume in millions,
2021-22,October,Madhya Pradesh,Bhopal,Bhopal,396.0,1.43,volume in millions,
2021-22,October,Madhya Pradesh,Dhar,Dhar,403.0,0.59,volume in millions,
2021-22,October,Madhya Pradesh,Gwalior,Gwalior,407.0,0.69,volume in millions,
2021-22,October,Madhya Pradesh,Indore,Indore,410.0,2.38,volume in millions,
2021-22,October,Madhya Pradesh,Jabalpur,Jabalpur,411.0,0.76,volume in millions,
2021-22,October,Madhya Pradesh,Rest of locations,,,9.07,volume in millions,
2021-22,October,Maharashtra,Mumbai,Mumbai,482.0,10.7,volume in millions,
2021-22,October,Maharashtra,Nagpur,Nagpur,484.0,2.89,volume in millions,
2021-22,October,Maharashtra,Nashik,Nashik,487.0,2.15,volume in millions,
2021-22,October,Maharashtra,Pune,Pune,490.0,10.1,volume in millions,
2021-22,October,Maharashtra,Rest of locations,,,20.63,volume in millions,
2021-22,October,Maharashtra,Thane,Thane,497.0,13.7,volume in millions,
2021-22,October,Manipur,Bishnupur,Bishnupur,252.0,0.05,volume in millions,
2021-22,October,Manipur,Churachandpur,Churachandpur,254.0,0.08,volume in millions,
2021-22,October,Manipur,Imphal East,Imphal East,255.0,0.08,volume in millions,
2021-22,October,Manipur,Imphal West,Imphal West,256.0,0.35,volume in millions,
2021-22,October,Manipur,Rest of locations,,,0.07,volume in millions,
2021-22,October,Manipur,Thoubal,Thoubal,259.0,0.11,volume in millions,
2021-22,October,Meghalaya,East Jaintia Hills,East Jaintia Hills,657.0,0.08,volume in millions,
2021-22,October,Meghalaya,East Khasi Hills,East Khasi Hills,274.0,0.34,volume in millions,
2021-22,October,Meghalaya,Rest of locations,,,0.03,volume in millions,
2021-22,October,Meghalaya,Ri Bhoi,Ri Bhoi,276.0,0.05,volume in millions,
2021-22,October,Meghalaya,West Garo Hills,West Garo Hills,278.0,0.08,volume in millions,
2021-22,October,Meghalaya,West Khasi Hills,West Khasi Hills,279.0,0.03,volume in millions,
2021-22,October,Mizoram,Aizawl,Aizawl,261.0,0.3,volume in millions,
2021-22,October,Mizoram,Champhai,Champhai,262.0,0.03,volume in millions,
2021-22,October,Mizoram,Kolasib,Kolasib,263.0,0.03,volume in millions,
2021-22,October,Mizoram,Lunglei,Lunglei,265.0,0.05,volume in millions,
2021-22,October,Mizoram,Rest of locations,,,0.05,volume in millions,
2021-22,October,Mizoram,Serchhip,Serchhip,268.0,0.02,volume in millions,
2021-22,October,Nagaland,Dimapur,Dimapur,244.0,0.21,volume in millions,
2021-22,October,Nagaland,Kohima,Kohima,245.0,0.11,volume in millions,
2021-22,October,Nagaland,Mokokchung,Mokokchung,246.0,0.02,volume in millions,
2021-22,October,Nagaland,Mon,Mon,247.0,0.02,volume in millions,
2021-22,October,Nagaland,Rest of locations,,,0.04,volume in millions,
2021-22,October,Nagaland,Wokha,Wokha,250.0,0.02,volume in millions,
2021-22,October,Odisha,Baleshwar,Balasore,346.0,0.87,volume in millions,
2021-22,October,Odisha,Cuttack,Cuttack,350.0,1.0,volume in millions,
2021-22,October,Odisha,Ganjam,Ganjam,354.0,0.91,volume in millions,
2021-22,October,Odisha,Khordha,Khordha,362.0,1.75,volume in millions,
2021-22,October,Odisha,Rest of locations,,,7.23,volume in millions,
2021-22,October,Odisha,Sundargarh,Sundargarh,373.0,0.68,volume in millions,
2021-22,October,Others,Others,Others,0.0,1.47,volume in millions,
2021-22,October,Puducherry,Karaikal,Karaikal,598.0,0.19,volume in millions,
2021-22,October,Puducherry,Pondicherry,Puducherry,600.0,0.84,volume in millions,
2021-22,October,Punjab,Amritsar,Amritsar,27.0,1.26,volume in millions,
2021-22,October,Punjab,Jalandhar,Jalandhar,34.0,1.22,volume in millions,
2021-22,October,Punjab,Ludhiana,Ludhiana,36.0,2.45,volume in millions,
2021-22,October,Punjab,Patiala,Patiala,41.0,1.01,volume in millions,
2021-22,October,Punjab,Rest of locations,,,5.44,volume in millions,
2021-22,October,Punjab,Rupnagar,Rupnagar,42.0,0.97,volume in millions,
2021-22,October,Rajasthan,Ajmer,Ajmer,86.0,0.75,volume in millions,
2021-22,October,Rajasthan,Alwar,Alwar,87.0,1.01,volume in millions,
2021-22,October,Rajasthan,Jaipur,Jaipur,102.0,3.0,volume in millions,
2021-22,October,Rajasthan,Jodhpur,Jodhpur,107.0,0.92,volume in millions,
2021-22,October,Rajasthan,Rest of locations,,,7.89,volume in millions,
2021-22,October,Rajasthan,Udaipur,Udaipur,117.0,0.73,volume in millions,
2021-22,October,Sikkim,Gangtok,Gangtok,225.0,0.33,volume in millions,
2021-22,October,Sikkim,Gyalshing,Gyalshing,228.0,0.06,volume in millions,
2021-22,October,Sikkim,Mangan,Mangan,226.0,0.02,volume in millions,
2021-22,October,Sikkim,Namchi,Namchi,227.0,0.05,volume in millions,
2021-22,October,Tamil Nadu,Chennai,Chennai,568.0,4.74,volume in millions,
2021-22,October,Tamil Nadu,Coimbatore,Coimbatore,569.0,6.53,volume in millions,
2021-22,October,Tamil Nadu,Kanchipuram,Kancheepuram,574.0,6.08,volume in millions,
2021-22,October,Tamil Nadu,Rest of locations,,,32.5,volume in millions,
2021-22,October,Tamil Nadu,Tiruvallur,Thiruvallur,589.0,4.11,volume in millions,
2021-22,October,Tamil Nadu,Vellore,Vellore,595.0,2.64,volume in millions,
2021-22,October,Telangana,Hyderabad,Hyderabad,507.0,6.21,volume in millions,
2021-22,October,Telangana,Karimnagar,Karimnagar,508.0,1.34,volume in millions,
2021-22,October,Telangana,Medak,Medak,513.0,1.28,volume in millions,
2021-22,October,Telangana,Rangareddy,Ranga Reddy,518.0,3.39,volume in millions,
2021-22,October,Telangana,Rest of locations,,,3.95,volume in millions,
2021-22,October,Telangana,Warangal,Warangal,522.0,0.95,volume in millions,
2021-22,October,Tripura,Dhalai,Dhalai,269.0,0.06,volume in millions,
2021-22,October,Tripura,North Tripura,North Tripura,270.0,0.16,volume in millions,
2021-22,October,Tripura,South Tripura,South Tripura,271.0,0.15,volume in millions,
2021-22,October,Tripura,West Tripura,West Tripura,272.0,0.57,volume in millions,
2021-22,October,Uttar Pradesh,Allahabad,Prayagraj,120.0,1.51,volume in millions,
2021-22,October,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,144.0,2.43,volume in millions,
2021-22,October,Uttar Pradesh,Ghaziabad,Ghaziabad,145.0,2.38,volume in millions,
2021-22,October,Uttar Pradesh,Lucknow,Lucknow,162.0,3.24,volume in millions,
2021-22,October,Uttar Pradesh,Rest of locations,,,26.27,volume in millions,
2021-22,October,Uttar Pradesh,Varanasi,Varanasi,187.0,1.61,volume in millions,
2021-22,October,Uttarakhand,Almora,Almora,45.0,0.2,volume in millions,
2021-22,October,Uttarakhand,Dehradun,Dehradun,49.0,1.52,volume in millions,
2021-22,October,Uttarakhand,Haridwar,Haridwar,50.0,0.94,volume in millions,
2021-22,October,Uttarakhand,Nainital,Nainital,51.0,0.47,volume in millions,
2021-22,October,Uttarakhand,Rest of locations,,,0.75,volume in millions,
2021-22,October,Uttarakhand,Udham Singh Nagar,Udam Singh Nagar,56.0,0.89,volume in millions,
2021-22,October,West Bengal,Howrah,Howrah,313.0,1.6,volume in millions,
2021-22,October,West Bengal,Kolkata,Kolkata,315.0,3.95,volume in millions,
2021-22,October,West Bengal,North 24 Parganas,North 24 Parganas,303.0,3.15,volume in millions,
2021-22,October,West Bengal,Purba Bardhaman,Purba Bardhaman,306.0,1.99,volume in millions,
2021-22,October,West Bengal,Rest Of Locations,,,10.65,volume in millions,
2021-22,October,West Bengal,South 24 Parganas,South 24 Parganas,304.0,1.63,volume in millions,
2021-22,September,Andaman and Nicobar Islands,Nicobars,Nicobars,603.0,0.0,volume in millions,
2021-22,September,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman,632.0,0.02,volume in millions,
2021-22,September,Andaman and Nicobar Islands,South Andaman,South Andamans,602.0,0.14,volume in millions,
2021-22,September,Andhra Pradesh,Chittoor,Chittoor,503.0,1.87,volume in millions,
2021-22,September,Andhra Pradesh,East Godavari,East Godavari,505.0,1.55,volume in millions,
2021-22,September,Andhra Pradesh,Guntur,Guntur,506.0,1.59,volume in millions,
2021-22,September,Andhra Pradesh,Krishna,Krishna,510.0,1.83,volume in millions,
2021-22,September,Andhra Pradesh,Rest of locations,,,7.2,volume in millions,
2021-22,September,Andhra Pradesh,Visakhapatnam,Visakhapatnam,520.0,2.37,volume in millions,
2021-22,September,Arunachal Pradesh,East Siang,East Siang,232.0,0.04,volume in millions,
2021-22,September,Arunachal Pradesh,Lohit,Lohit,234.0,0.03,volume in millions,
2021-22,September,Arunachal Pradesh,Lower Subansiri,Lower Subansiri,236.0,0.04,volume in millions,
2021-22,September,Arunachal Pradesh,Papum Pare,Papum Pare,237.0,0.15,volume in millions,
2021-22,September,Arunachal Pradesh,Rest of locations,,,0.1,volume in millions,
2021-22,September,Arunachal Pradesh,West Siang,West Siang,243.0,0.03,volume in millions,
2021-22,September,Assam,Cachar,Cachar,282.0,0.47,volume in millions,
2021-22,September,Assam,Dibrugarh,Dibrugarh,286.0,0.42,volume in millions,
2021-22,September,Assam,Kamrup,Kamrup,291.0,1.78,volume in millions,
2021-22,September,Assam,Nagaon,Nagaon,297.0,0.55,volume in millions,
2021-22,September,Assam,Rest of locations,,,3.55,volume in millions,
2021-22,September,Assam,Sonitpur,Sonitpur,301.0,0.39,volume in millions,
2021-22,September,Bihar,Darbhanga,Darbhanga,195.0,0.53,volume in millions,
2021-22,September,Bihar,East Champaran,Purbi Champaran,213.0,0.54,volume in millions,
2021-22,September,Bihar,Muzaffarpur,Muzaffarpur,208.0,0.73,volume in millions,
2021-22,September,Bihar,Patna,Patna,212.0,2.24,volume in millions,
2021-22,September,Bihar,Rest of locations,,,8.47,volume in millions,
