fiscal_year,month,state,district_as_per_source,district_as_per_lgd,district_lgd_code,volume,units,notes
2022-23,November,Nagaland,Kohima,Kohima,245.0,0.11,volume in millions,
2022-23,November,Nagaland,Mokokchung,Mokokchung,246.0,0.02,volume in millions,
2022-23,November,Nagaland,Mon,Mon,247.0,0.02,volume in millions,
2022-23,November,Nagaland,Rest of locations,,,0.04,volume in millions,
2022-23,November,Nagaland,Wokha,Wokha,250.0,0.03,volume in millions,
2022-23,November,Odisha,Baleshwar,Balasore,346.0,1.61,volume in millions,
2022-23,November,Odisha,Bhadrak,Bhadrak,348.0,0.64,volume in millions,
2022-23,November,Odisha,Cuttack,Cuttack,350.0,0.96,volume in millions,
2022-23,November,Odisha,Ganjam,Ganjam,354.0,0.79,volume in millions,
2022-23,November,Odisha,Khordha,Khordha,362.0,1.66,volume in millions,
2022-23,November,Odisha,Rest of locations,,,6.82,volume in millions,
2022-23,November,Others,Others,Others,0.0,1.71,volume in millions,
2022-23,November,Puducherry,Karaikal,Karaikal,598.0,0.16,volume in millions,
2022-23,November,Puducherry,Pondicherry,Puducherry,600.0,0.86,volume in millions,
2022-23,November,Punjab,Amritsar,Amritsar,27.0,1.17,volume in millions,
2022-23,November,Punjab,Gurdaspur,Gurdaspur,32.0,0.86,volume in millions,
2022-23,November,Punjab,Jalandhar,Jalandhar,34.0,1.08,volume in millions,
2022-23,November,Punjab,Ludhiana,Ludhiana,36.0,2.18,volume in millions,
2022-23,November,Punjab,Rest of locations,,,4.85,volume in millions,
2022-23,November,Punjab,Rupnagar,Rupnagar,42.0,0.95,volume in millions,
2022-23,November,Rajasthan,Alwar,Alwar,87.0,0.88,volume in millions,
2022-23,November,Rajasthan,Jaipur,Jaipur,102.0,2.49,volume in millions,
2022-23,November,Rajasthan,Jodhpur,Jodhpur,107.0,0.74,volume in millions,
2022-23,November,Rajasthan,Nagaur,Nagaur,110.0,0.73,volume in millions,
2022-23,November,Rajasthan,Rest of locations,,,6.85,volume in millions,
2022-23,November,Rajasthan,Udaipur,Udaipur,117.0,0.69,volume in millions,
2022-23,November,Sikkim,Gangtok,Gangtok,225.0,0.29,volume in millions,
2022-23,November,Sikkim,Gyalshing,Gyalshing,228.0,0.06,volume in millions,
2022-23,November,Sikkim,Mangan,Mangan,226.0,0.01,volume in millions,
2022-23,November,Sikkim,Namchi,Namchi,227.0,0.05,volume in millions,
2022-23,November,Tamil Nadu,Chennai,Chennai,568.0,4.31,volume in millions,
2022-23,November,Tamil Nadu,Coimbatore,Coimbatore,569.0,5.94,volume in millions,
2022-23,November,Tamil Nadu,Kanchipuram,Kancheepuram,574.0,5.28,volume in millions,
2022-23,November,Tamil Nadu,Rest of locations,,,31.03,volume in millions,
2022-23,November,Tamil Nadu,Tiruvallur,Thiruvallur,589.0,4.0,volume in millions,
2022-23,November,Tamil Nadu,Vellore,Vellore,595.0,2.66,volume in millions,
2022-23,November,Telangana,Hyderabad,Hyderabad,507.0,5.72,volume in millions,
2022-23,November,Telangana,Karimnagar,Karimnagar,508.0,1.12,volume in millions,
2022-23,November,Telangana,Medak,Medak,513.0,1.09,volume in millions,
2022-23,November,Telangana,Rangareddy,Ranga Reddy,518.0,2.71,volume in millions,
2022-23,November,Telangana,Rest of locations,,,3.28,volume in millions,
2022-23,November,Telangana,Warangal,Warangal,522.0,0.79,volume in millions,
2022-23,November,Tripura,Dhalai,Dhalai,269.0,0.06,volume in millions,
2022-23,November,Tripura,North Tripura,North Tripura,270.0,0.14,volume in millions,
2022-23,November,Tripura,South Tripura,South Tripura,271.0,0.11,volume in millions,
2022-23,November,Tripura,West Tripura,West Tripura,272.0,0.52,volume in millions,
2022-23,November,Uttar Pradesh,Allahabad,Prayagraj,120.0,1.41,volume in millions,
2022-23,November,Uttar Pradesh,Gautam Buddha Nagar,Gautam Buddha Nagar,144.0,2.17,volume in millions,
2022-23,November,Uttar Pradesh,Ghaziabad,Ghaziabad,145.0,2.06,volume in millions,
2022-23,November,Uttar Pradesh,Lucknow,Lucknow,162.0,2.78,volume in millions,
2022-23,November,Uttar Pradesh,Rest of locations,,,24.44,volume in millions,
2022-23,November,Uttar Pradesh,Varanasi,Varanasi,187.0,1.52,volume in millions,
2022-23,November,Uttarakhand,Almora,Almora,45.0,0.2,volume in millions,
2022-23,November,Uttarakhand,Dehradun,Dehradun,49.0,1.34,volume in millions,
2022-23,November,Uttarakhand,Haridwar,Haridwar,50.0,0.79,volume in millions,
2022-23,November,Uttarakhand,Nainital,Nainital,51.0,0.43,volume in millions,
2022-23,November,Uttarakhand,Rest of locations,,,0.7,volume in millions,
2022-23,November,Uttarakhand,Udham Singh Nagar,Udam Singh Nagar,56.0,0.81,volume in millions,
2022-23,November,West Bengal,Howrah,Howrah,313.0,1.45,volume in millions,
2022-23,November,West Bengal,Kolkata,Kolkata,315.0,3.56,volume in millions,
2022-23,November,West Bengal,North 24 Parganas,North 24 Parganas,303.0,3.0,volume in millions,
2022-23,November,West Bengal,Purba Bardhaman,Purba Bardhaman,306.0,1.73,volume in millions,
2022-23,November,West Bengal,Rest Of Locations,,,9.77,volume in millions,
2022-23,November,West Bengal,South 24 Parganas,South 24 Parganas,304.0,1.52,volume in millions,
2022-23,October,Andaman and Nicobar Islands,Nicobars,Nicobars,603.0,0.01,volume in millions,
2022-23,October,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman,632.0,0.02,volume in millions,
2022-23,October,Andaman and Nicobar Islands,South Andaman,South Andamans,602.0,0.14,volume in millions,
2022-23,October,Andhra Pradesh,Chittoor,Chittoor,503.0,2.13,volume in millions,
2022-23,October,Andhra Pradesh,East Godavari,East Godavari,505.0,1.72,volume in millions,
2022-23,October,Andhra Pradesh,Guntur,Guntur,506.0,1.75,volume in millions,
2022-23,October,Andhra Pradesh,Krishna,Krishna,510.0,1.97,volume in millions,
2022-23,October,Andhra Pradesh,Rest of locations,,,7.91,volume in millions,
2022-23,October,Andhra Pradesh,Visakhapatnam,Visakhapatnam,520.0,2.6,volume in millions,
2022-23,October,Arunachal Pradesh,East Siang,East Siang,232.0,0.04,volume in millions,
2022-23,October,Arunachal Pradesh,Lohit,Lohit,234.0,0.03,volume in millions,
2022-23,October,Arunachal Pradesh,Lower Subansiri,Lower Subansiri,236.0,0.04,volume in millions,
2022-23,October,Arunachal Pradesh,Papum Pare,Papum Pare,237.0,0.14,volume in millions,
2022-23,October,Arunachal Pradesh,Rest of locations,,,0.11,volume in millions,
2022-23,October,Arunachal Pradesh,West Siang,West Siang,243.0,0.03,volume in millions,
2022-23,October,Assam,Cachar,Cachar,282.0,0.5,volume in millions,
2022-23,October,Assam,Dibrugarh,Dibrugarh,286.0,0.43,volume in millions,
2022-23,October,Assam,Kamrup,Kamrup,291.0,1.88,volume in millions,
2022-23,October,Assam,Nagaon,Nagaon,297.0,0.63,volume in millions,
2022-23,October,Assam,Rest of locations,,,4.26,volume in millions,
2022-23,October,Assam,Sonitpur,Sonitpur,301.0,0.44,volume in millions,
2022-23,October,Bihar,East Champaran,Purbi Champaran,213.0,0.89,volume in millions,
2022-23,October,Bihar,Muzaffarpur,Muzaffarpur,208.0,0.84,volume in millions,
2022-23,October,Bihar,Patna,Patna,212.0,2.22,volume in millions,
2022-23,October,Bihar,Rest of locations,,,10.18,volume in millions,
2022-23,October,Bihar,Vaishali,Vaishali,224.0,0.77,volume in millions,
2022-23,October,Bihar,West Champaran,Pashchim Champaran,211.0,1.55,volume in millions,
2022-23,October,Chandigarh,Chandigarh,Chandigarh,44.0,0.95,volume in millions,
2022-23,October,Chhattisgarh,Bilaspur,Bilaspur,375.0,0.66,volume in millions,
2022-23,October,Chhattisgarh,Durg,Durg,378.0,1.22,volume in millions,
2022-23,October,Chhattisgarh,Korba,Korba,383.0,0.42,volume in millions,
2022-23,October,Chhattisgarh,Raipur,Raipur,387.0,1.79,volume in millions,
2022-23,October,Chhattisgarh,Rajnandgaon,Rajnandgaon,388.0,0.45,volume in millions,
2022-23,October,Chhattisgarh,Rest of locations,,,2.66,volume in millions,
2022-23,October,Dadra and Nagar Haveli,Dadra and Nagar Haveli,Dadra and Nagar Haveli,465.0,0.37,volume in millions,
2022-23,October,Daman and Diu,Daman,Daman,463.0,0.29,volume in millions,
2022-23,October,Daman and Diu,Diu,Diu,464.0,0.02,volume in millions,
2022-23,October,Delhi,East Delhi,East Delhi,78.0,1.91,volume in millions,
2022-23,October,Delhi,North West Delhi,North West Delhi,82.0,2.13,volume in millions,
2022-23,October,Delhi,Rest of locations,,,2.74,volume in millions,
2022-23,October,Delhi,South Delhi,South Delhi,83.0,2.23,volume in millions,
2022-23,October,Delhi,South West Delhi,South West Delhi,84.0,2.49,volume in millions,
2022-23,October,Delhi,West Delhi,West Delhi,85.0,1.84,volume in millions,
2022-23,October,Goa,North Goa,North Goa,551.0,0.84,volume in millions,
2022-23,October,Goa,South Goa,South Goa,552.0,0.76,volume in millions,
2022-23,October,Gujarat,Ahmedabad,Ahmedabad,438.0,4.3,volume in millions,
2022-23,October,Gujarat,Rajkot,Rajkot,457.0,1.23,volume in millions,
2022-23,October,Gujarat,Rest of locations,,,9.41,volume in millions,
2022-23,October,Gujarat,Surat,Surat,459.0,4.0,volume in millions,
2022-23,October,Gujarat,Vadodara,Vadodara,461.0,2.1,volume in millions,
2022-23,October,Gujarat,Valsad,Valsad,462.0,1.14,volume in millions,
2022-23,October,Haryana,Ambala,Ambala,58.0,0.58,volume in millions,
2022-23,October,Haryana,Faridabad,Faridabad,60.0,1.57,volume in millions,
2022-23,October,Haryana,Gurgaon,Gurugram,62.0,2.84,volume in millions,
2022-23,October,Haryana,Karnal,Karnal,67.0,0.52,volume in millions,
2022-23,October,Haryana,Rest of locations,,,4.46,volume in millions,
2022-23,October,Haryana,Sonipat,Sonipat,75.0,0.57,volume in millions,
2022-23,October,Himachal Pradesh,Kangra,Kangra,18.0,0.56,volume in millions,
2022-23,October,Himachal Pradesh,Kullu,Kullu,20.0,0.26,volume in millions,
2022-23,October,Himachal Pradesh,Mandi,Mandi,22.0,0.28,volume in millions,
2022-23,October,Himachal Pradesh,Rest of locations,,,0.94,volume in millions,
2022-23,October,Himachal Pradesh,Shimla,Shimla,23.0,0.45,volume in millions,
2022-23,October,Himachal Pradesh,Solan,Solan,25.0,0.8,volume in millions,
2022-23,October,Jammu and Kashmir,Anantnag,Anantnag,1.0,0.22,volume in millions,
2022-23,October,Jammu and Kashmir,Jammu,Jammu,5.0,1.13,volume in millions,
2022-23,October,Jammu and Kashmir,Kathua,Kathua,7.0,0.21,volume in millions,
2022-23,October,Jammu and Kashmir,Rest of locations,,,1.05,volume in millions,
2022-23,October,Jammu and Kashmir,Srinagar,Srinagar,13.0,0.35,volume in millions,
2022-23,October,Jammu and Kashmir,Udhampur,Udhampur,14.0,0.25,volume in millions,
2022-23,October,Jharkhand,Bokaro,Bokaro,322.0,0.46,volume in millions,
2022-23,October,Jharkhand,Dhanbad,Dhanbad,325.0,0.69,volume in millions,
2022-23,October,Jharkhand,East Singhbhum,East Singhbum,327.0,0.99,volume in millions,
2022-23,October,Jharkhand,Hazaribag,Hazaribagh,332.0,0.31,volume in millions,
2022-23,October,Jharkhand,Ranchi,Ranchi,339.0,1.28,volume in millions,
2022-23,October,Jharkhand,Rest of locations,,,2.37,volume in millions,
2022-23,October,Karnataka,Bangalore,,,10.5,volume in millions,
2022-23,October,Karnataka,Bangalore Rural,Bengaluru Rural,526.0,1.38,volume in millions,
2022-23,October,Karnataka,Belgaum,Belagavi,527.0,1.73,volume in millions,
2022-23,October,Karnataka,Dakshina Kannada,Dakshina Kannada,534.0,1.37,volume in millions,
2022-23,October,Karnataka,Mysore,Mysuru,545.0,1.68,volume in millions,
2022-23,October,Karnataka,Rest of locations,,,14.65,volume in millions,
2022-23,October,Kerala,Ernakulam,Ernakulam,555.0,3.25,volume in millions,
2022-23,October,Kerala,Kozhikode,Kozhikode,561.0,1.95,volume in millions,
2022-23,October,Kerala,Malappuram,Malappuram,562.0,2.5,volume in millions,
2022-23,October,Kerala,Rest of locations,,,10.61,volume in millions,
2022-23,October,Kerala,Thiruvananthapuram,Thiruvananthapuram,565.0,2.65,volume in millions,
2022-23,October,Kerala,Thrissur,Thrissur,566.0,2.24,volume in millions,
2022-23,October,Lakshadweep,Lakshadweep District,Lakshadweep District,553.0,0.02,volume in millions,
2022-23,October,Madhya Pradesh,Bhopal,Bhopal,396.0,1.37,volume in millions,
2022-23,October,Madhya Pradesh,Dhar,Dhar,403.0,0.62,volume in millions,
2022-23,October,Madhya Pradesh,Gwalior,Gwalior,407.0,0.66,volume in millions,
2022-23,October,Madhya Pradesh,Indore,Indore,410.0,2.19,volume in millions,
2022-23,October,Madhya Pradesh,Jabalpur,Jabalpur,411.0,0.69,volume in millions,
2022-23,October,Madhya Pradesh,Rest of locations,,,9.11,volume in millions,
2022-23,October,Maharashtra,Mumbai,Mumbai,482.0,10.3,volume in millions,
2022-23,October,Maharashtra,Nagpur,Nagpur,484.0,2.86,volume in millions,
2022-23,October,Maharashtra,Nashik,Nashik,487.0,2.22,volume in millions,
2022-23,October,Maharashtra,Pune,Pune,490.0,10.1,volume in millions,
2022-23,October,Maharashtra,Rest of locations,,,21.37,volume in millions,
2022-23,October,Maharashtra,Thane,Thane,497.0,13.7,volume in millions,
2022-23,October,Manipur,Bishnupur,Bishnupur,252.0,0.07,volume in millions,
2022-23,October,Manipur,Churachandpur,Churachandpur,254.0,0.09,volume in millions,
2022-23,October,Manipur,Imphal East,Imphal East,255.0,0.09,volume in millions,
2022-23,October,Manipur,Imphal West,Imphal West,256.0,0.38,volume in millions,
2022-23,October,Manipur,Rest of locations,,,0.09,volume in millions,
2022-23,October,Manipur,Thoubal,Thoubal,259.0,0.11,volume in millions,
2022-23,October,Meghalaya,East Garo Hills,East Garo Hills,273.0,0.04,volume in millions,
2022-23,October,Meghalaya,East Jaintia Hills,East Jaintia Hills,657.0,0.08,volume in millions,
2022-23,October,Meghalaya,East Khasi Hills,East Khasi Hills,274.0,0.37,volume in millions,
2022-23,October,Meghalaya,Rest of locations,,,0.05,volume in millions,
2022-23,October,Meghalaya,Ri Bhoi,Ri Bhoi,276.0,0.06,volume in millions,
2022-23,October,Meghalaya,West Garo Hills,West Garo Hills,278.0,0.1,volume in millions,
2022-23,October,Mizoram,Aizawl,Aizawl,261.0,0.42,volume in millions,
2022-23,October,Mizoram,Champhai,Champhai,262.0,0.04,volume in millions,
2022-23,October,Mizoram,Kolasib,Kolasib,263.0,0.04,volume in millions,
2022-23,October,Mizoram,Lawngtlai,Lawngtlai,264.0,0.05,volume in millions,
2022-23,October,Mizoram,Lunglei,Lunglei,265.0,0.07,volume in millions,
2022-23,October,Mizoram,Rest of locations,,,0.05,volume in millions,
2022-23,October,Nagaland,Dimapur,Dimapur,244.0,0.23,volume in millions,
2022-23,October,Nagaland,Kohima,Kohima,245.0,0.11,volume in millions,
2022-23,October,Nagaland,Mokokchung,Mokokchung,246.0,0.03,volume in millions,
2022-23,October,Nagaland,Mon,Mon,247.0,0.03,volume in millions,
2022-23,October,Nagaland,Rest of locations,,,0.04,volume in millions,
2022-23,October,Nagaland,Wokha,Wokha,250.0,0.03,volume in millions,
2022-23,October,Odisha,Baleshwar,Balasore,346.0,1.46,volume in millions,
2022-23,October,Odisha,Bhadrak,Bhadrak,348.0,0.74,volume in millions,
2022-23,October,Odisha,Cuttack,Cuttack,350.0,1.0,volume in millions,
2022-23,October,Odisha,Ganjam,Ganjam,354.0,0.87,volume in millions,
2022-23,October,Odisha,Khordha,Khordha,362.0,1.73,volume in millions,
